學年,大學,修課程度,就業情況,職業,畢業生人數
2011/12,嶺南大學,學士學位課程,全職就業,銷售／服務人員,21
2011/12,嶺南大學,學士學位課程,全職就業,醫療和衞生工作者,1
2011/12,嶺南大學,學士學位課程,全職就業,藝術家,1
2011/12,嶺南大學,學士學位課程,全職就業,敎學專業,86
2011/12,嶺南大學,學士學位課程,其他,非全職就業,34
2011/12,嶺南大學,學士學位課程,就業不足,非全職就業,32
2011/12,嶺南大學,硏究院硏究課程,升學,非全職就業,2
2011/12,嶺南大學,硏究院硏究課程,全職就業,未有提供資料,1
2011/12,嶺南大學,硏究院硏究課程,全職就業,敎學專業,11
2011/12,嶺南大學,硏究院硏究課程,就業不足,非全職就業,1
2012/13,香港大學,學士學位課程,升學,非全職就業,541
2012/13,香港大學,學士學位課程,失業,非全職就業,7
2012/13,香港大學,學士學位課程,全職就業,工程技術人員,14
2012/13,香港大學,學士學位課程,全職就業,工程師,194
2012/13,香港大學,學士學位課程,全職就業,文書及相關人員,40
2012/13,香港大學,學士學位課程,全職就業,未有提供資料,277
2012/13,香港大學,學士學位課程,全職就業,作家、新聞記者及相關作家,61
2012/13,香港大學,學士學位課程,全職就業,系統分析員和電腦程序員,57
2012/13,香港大學,學士學位課程,全職就業,其他服務工作人員,6
2012/13,香港大學,學士學位課程,全職就業,其他專業人員和技術工人,40
2012/13,香港大學,學士學位課程,全職就業,法律工作者,6
2012/13,香港大學,學士學位課程,全職就業,物理和生命科學技術員,18
2012/13,香港大學,學士學位課程,全職就業,物理和生命科學家,23
2012/13,香港大學,學士學位課程,全職就業,保險、房地產及商業服務,18
2012/13,香港大學,學士學位課程,全職就業,保護服務工作者,18
2012/13,香港大學,學士學位課程,全職就業,建築師和測量師,80
2012/13,香港大學,學士學位課程,全職就業,政府官員（一般職系）,24
2012/13,香港大學,學士學位課程,全職就業,政府官員和外交官,1
2012/13,香港大學,學士學位課程,全職就業,飛機和船舶人員,3
2012/13,香港大學,學士學位課程,全職就業,商務專業人員,459
2012/13,香港大學,學士學位課程,全職就業,會計師及核數師,101
2012/13,香港大學,學士學位課程,全職就業,經理,32
2012/13,香港大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,63
2012/13,香港大學,學士學位課程,全職就業,銷售／服務人員,22
2012/13,香港大學,學士學位課程,全職就業,醫療和衞生工作者,362
2012/13,香港大學,學士學位課程,全職就業,藝術家,2
2012/13,香港大學,學士學位課程,全職就業,敎學專業,163
2012/13,香港大學,學士學位課程,其他,非全職就業,52
2012/13,香港大學,學士學位課程,就業不足,非全職就業,104
2012/13,香港大學,硏究院修課課程,升學,非全職就業,15
2012/13,香港大學,硏究院修課課程,失業,非全職就業,1
2012/13,香港大學,硏究院修課課程,全職就業,文書及相關人員,1
2012/13,香港大學,硏究院修課課程,全職就業,未有提供資料,63
2012/13,香港大學,硏究院修課課程,全職就業,作家、新聞記者及相關作家,1
2012/13,香港大學,硏究院修課課程,全職就業,其他專業人員和技術工人,1
2012/13,香港大學,硏究院修課課程,全職就業,法律工作者,63
2012/13,香港大學,硏究院修課課程,全職就業,物理和生命科學家,1
2012/13,香港大學,硏究院修課課程,全職就業,保護服務工作者,1
2012/13,香港大學,硏究院修課課程,全職就業,建築師和測量師,70
2012/13,香港大學,硏究院修課課程,全職就業,政府官員和外交官,1
2012/13,香港大學,硏究院修課課程,全職就業,商務專業人員,2
2012/13,香港大學,硏究院修課課程,全職就業,經濟學家、統計學家和數學家,2
2012/13,香港大學,硏究院修課課程,全職就業,醫療和衞生工作者,4
2012/13,香港大學,硏究院修課課程,全職就業,敎學專業,83
2012/13,香港大學,硏究院修課課程,其他,非全職就業,6
2012/13,香港大學,硏究院修課課程,就業不足,非全職就業,15
2012/13,香港大學,硏究院硏究課程,升學,非全職就業,40
2012/13,香港大學,硏究院硏究課程,失業,非全職就業,6
2012/13,香港大學,硏究院硏究課程,全職就業,工程技術人員,5
2012/13,香港大學,硏究院硏究課程,全職就業,工程師,14
2012/13,香港大學,硏究院硏究課程,全職就業,文書及相關人員,3
2012/13,香港大學,硏究院硏究課程,全職就業,未有提供資料,39
2012/13,香港大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,6
2012/13,香港大學,硏究院硏究課程,全職就業,其他專業人員和技術工人,3
2012/13,香港大學,硏究院硏究課程,全職就業,宗教工作者,1
2012/13,香港大學,硏究院硏究課程,全職就業,法律工作者,3
2012/13,香港大學,硏究院硏究課程,全職就業,物理和生命科學技術員,23
2012/13,香港大學,硏究院硏究課程,全職就業,物理和生命科學家,1
2012/13,香港大學,硏究院硏究課程,全職就業,建築師和測量師,3
2012/13,香港大學,硏究院硏究課程,全職就業,商務專業人員,22
2012/13,香港大學,硏究院硏究課程,全職就業,經理,8
2012/13,香港大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,5
2012/13,香港大學,硏究院硏究課程,全職就業,醫療和衞生工作者,13
2012/13,香港大學,硏究院硏究課程,全職就業,敎學專業,118
2012/13,香港大學,硏究院硏究課程,其他,非全職就業,36
2012/13,香港大學,硏究院硏究課程,就業不足,非全職就業,15
2012/13,香港中文大學,學士學位課程,升學,非全職就業,427
2012/13,香港中文大學,學士學位課程,失業,非全職就業,67
2012/13,香港中文大學,學士學位課程,全職就業,工程技術人員,6
2012/13,香港中文大學,學士學位課程,全職就業,工程師,123
2012/13,香港中文大學,學士學位課程,全職就業,不在上述分類,2
2012/13,香港中文大學,學士學位課程,全職就業,文書及相關人員,51
2012/13,香港中文大學,學士學位課程,全職就業,未有提供資料,12
2012/13,香港中文大學,學士學位課程,全職就業,生產及有關工人,1
2012/13,香港中文大學,學士學位課程,全職就業,作家、新聞記者及相關作家,102
2012/13,香港中文大學,學士學位課程,全職就業,系統分析員和電腦程序員,151
2012/13,香港中文大學,學士學位課程,全職就業,其他服務工作人員,9
2012/13,香港中文大學,學士學位課程,全職就業,其他專業人員和技術工人,49
2012/13,香港中文大學,學士學位課程,全職就業,宗教工作者,3
2012/13,香港中文大學,學士學位課程,全職就業,法律工作者,7
2012/13,香港中文大學,學士學位課程,全職就業,物理和生命科學技術員,41
2012/13,香港中文大學,學士學位課程,全職就業,物理和生命科學家,10
2012/13,香港中文大學,學士學位課程,全職就業,保險、房地產及商業服務,44
2012/13,香港中文大學,學士學位課程,全職就業,保護服務工作者,30
2012/13,香港中文大學,學士學位課程,全職就業,建築師和測量師,46
2012/13,香港中文大學,學士學位課程,全職就業,政府官員（一般職系）,31
2012/13,香港中文大學,學士學位課程,全職就業,商務專業人員,569
2012/13,香港中文大學,學士學位課程,全職就業,會計師及核數師,147
2012/13,香港中文大學,學士學位課程,全職就業,經理,26
2012/13,香港中文大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,67
2012/13,香港中文大學,學士學位課程,全職就業,銷售／服務人員,15
2012/13,香港中文大學,學士學位課程,全職就業,醫療和衞生工作者,373
2012/13,香港中文大學,學士學位課程,全職就業,藝術家,11
2012/13,香港中文大學,學士學位課程,全職就業,敎學專業,235
2012/13,香港中文大學,學士學位課程,其他,非全職就業,39
2012/13,香港中文大學,學士學位課程,就業不足,非全職就業,36
2012/13,香港中文大學,硏究院修課課程,升學,非全職就業,2
2012/13,香港中文大學,硏究院修課課程,失業,非全職就業,3
2012/13,香港中文大學,硏究院修課課程,全職就業,工程技術人員,1
2012/13,香港中文大學,硏究院修課課程,全職就業,未有提供資料,1
2012/13,香港中文大學,硏究院修課課程,全職就業,作家、新聞記者及相關作家,4
2012/13,香港中文大學,硏究院修課課程,全職就業,系統分析員和電腦程序員,1
2012/13,香港中文大學,硏究院修課課程,全職就業,其他專業人員和技術工人,1
2012/13,香港中文大學,硏究院修課課程,全職就業,法律工作者,23
2012/13,香港中文大學,硏究院修課課程,全職就業,保險、房地產及商業服務,1
2012/13,香港中文大學,硏究院修課課程,全職就業,建築師和測量師,31
2012/13,香港中文大學,硏究院修課課程,全職就業,政府官員（一般職系）,1
2012/13,香港中文大學,硏究院修課課程,全職就業,商務專業人員,4
2012/13,香港中文大學,硏究院修課課程,全職就業,會計師及核數師,1
2012/13,香港中文大學,硏究院修課課程,全職就業,經理,1
2012/13,香港中文大學,硏究院修課課程,全職就業,銷售／服務人員,1
2012/13,香港中文大學,硏究院修課課程,全職就業,醫療和衞生工作者,9
2012/13,香港中文大學,硏究院修課課程,全職就業,藝術家,2
2012/13,香港中文大學,硏究院修課課程,全職就業,敎學專業,150
2012/13,香港中文大學,硏究院修課課程,其他,非全職就業,1
2012/13,香港中文大學,硏究院修課課程,就業不足,非全職就業,6
2012/13,香港中文大學,硏究院硏究課程,升學,非全職就業,44
2012/13,香港中文大學,硏究院硏究課程,失業,非全職就業,7
2012/13,香港中文大學,硏究院硏究課程,全職就業,工程師,7
2012/13,香港中文大學,硏究院硏究課程,全職就業,不在上述分類,2
2012/13,香港中文大學,硏究院硏究課程,全職就業,未有提供資料,2
2012/13,香港中文大學,硏究院硏究課程,全職就業,作家、新聞記者及相關作家,1
2012/13,香港中文大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,8
2012/13,香港中文大學,硏究院硏究課程,全職就業,其他專業人員和技術工人,3
2012/13,香港中文大學,硏究院硏究課程,全職就業,物理和生命科學技術員,3
2012/13,香港中文大學,硏究院硏究課程,全職就業,物理和生命科學家,1
2012/13,香港中文大學,硏究院硏究課程,全職就業,保險、房地產及商業服務,1
2012/13,香港中文大學,硏究院硏究課程,全職就業,保護服務工作者,3
2012/13,香港中文大學,硏究院硏究課程,全職就業,商務專業人員,21
2012/13,香港中文大學,硏究院硏究課程,全職就業,會計師及核數師,3
2012/13,香港中文大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,5
2012/13,香港中文大學,硏究院硏究課程,全職就業,醫療和衞生工作者,2
